Topic,Category2,Date,Sentiment,Sentiment_YoY_Growth,Frequency,Frequency_YoY_Growth,Trending_Score,Perspective,Category1,Country,Novelty_Score
Lemon,ginger ale,last year,0.0,-0.9879169,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Ramen,ginger ale,last year,0.6369,63.690002,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Vanilla,ginger ale,last 3 month,0.0,-1.0182682,2,2.0,0.0,Ingredient,Beverage,Canada,7.6868787
#NATURAL,soda,last year,0.4404,44.04,0,-0.75,0.0,Hashtag,Beverage,Canada,7.6868787
#win,soda,last 3 month,0.68,68.0,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
@RootdHealth,soda,last month,0.68,68.0,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
Candy,soda,last year,0.0,-1.01104,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Cherry,soda,last 6 month,0.6124,61.239998,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Flat,soda,last year,-0.6705,-1.7415515,2,0.0,0.0,Motivation,Beverage,Canada,8.834928
Juice,soda,last 6 month,0.3612,-1.7671007,2,-0.25,0.0,Ingredient,Beverage,Canada,8.589969
#Ginvent,tonic,last 6 month,0.0,-0.98876655,3,3.0,0.0,Hashtag,Beverage,Canada,
#bluehenntonic,tonic,last year,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#developerlife,tonic,last 3 month,0.6369,63.690002,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#ginandtonic,tonic,last 6 month,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#wintersover,tonic,last 6 month,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Large,tonic,last month,0.0,0.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
#DrizzyBanCo,ginger ale,last year,0.802,80.2,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#Enjoy,ginger ale,last year,0.7184,71.84,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#np,ginger ale,last year,0.0,0.0,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
@Dj,ginger ale,last year,0.802,80.2,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
Diet,ginger ale,last 6 month,-0.1926,-0.76780266,2,0.0,0.0,Motivation,Beverage,Canada,8.834928
#health,soda,last year,0.937,93.7,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
Croissants,soda,last year,0.88,88.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Eggs,soda,last 6 month,0.8743,87.43,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Fat,soda,last year,0.0,-1.0119014,6,6.0,0.0,Ingredient,Beverage,Canada,
Squid,soda,last 6 month,0.0,-1.030303,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Sugar,soda,last year,0.0,-1.0144864,4,4.0,0.0,Ingredient,Beverage,Canada,
Toasted,soda,last year,0.937,93.7,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
#RealColumbiaSC,tonic,last year,0.0,-0.9807914,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#RugbyWorldCup2019,tonic,last year,0.5267,52.670002,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#fevertree,tonic,last year,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
@ChairmansUK,tonic,last 6 month,0.8832,88.32,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
@michellevisage,tonic,last 6 month,-0.2942,-29.42,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
@michellevisage,tonic,last year,-0.2942,-29.42,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
Coffee,tonic,last 6 month,0.5859,58.59,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Ice,tonic,last 6 month,0.0,0.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
#beer,ginger ale,last year,0.0,-0.9838788,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#familyfun,ginger ale,last year,0.0,-0.9838788,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
American,ginger ale,last year,0.0,0.0,0,-0.6666667,0.0,Brand,Beverage,Canada,8.834928
Chocolate Milk,ginger ale,last year,0.6369,63.690002,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Gin,ginger ale,last 6 month,0.0,-0.9858277,3,3.0,0.0,Ingredient,Beverage,Canada,7.6868787
Rebel,ginger ale,last year,0.6259,62.589996,0,-0.8,0.0,Brand,Beverage,Canada,7.6868787
Sack,ginger ale,last year,0.0,-0.97682506,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Stomach,ginger ale,last year,0.31780002,-0.0012186989,2,-0.4,0.0,Motivation,Beverage,Canada,7.6868787
Strong,ginger ale,last 6 month,0.5574,55.739998,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Tequila,ginger ale,last year,0.636,63.6,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Vanilla,ginger ale,last 6 month,0.0,-1.0182682,2,2.0,0.0,Ingredient,Beverage,Canada,7.6868787
#NOTANAD,soda,last year,0.296,29.6,0,-0.8,0.0,Hashtag,Beverage,Canada,8.589969
#giveaway,soda,last 3 month,0.68,68.0,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
#wellbeing,soda,last year,0.937,93.7,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
@readersdigest,soda,last year,0.0,-1.0379939,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Bean Soup,soda,last year,0.0,-1.030303,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Eggs,soda,last year,0.8743,87.43,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Game,soda,last year,-0.508,-50.800003,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Ginger,soda,last year,0.0,-0.98968965,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Pork,soda,last year,0.44789997,44.789997,0,-0.8333333,0.0,Ingredient,Beverage,Canada,8.589969
Strawberry,soda,last 6 month,0.0,-0.98481625,3,3.0,0.0,Ingredient,Beverage,Canada,7.6868787
#MarchMadness,tonic,last 3 month,0.0,-0.9807914,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#SimplyAmazing,tonic,last 3 month,0.5859,58.59,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#portlandbars,tonic,last 3 month,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Beer,ginger ale,last 6 month,0.7900999,79.009995,0,-0.75,0.0,Ingredient,Beverage,Canada,7.6868787
Black,ginger ale,last year,0.0,-0.97682506,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Canada Dry,ginger ale,last year,0.0,-1.0324465,2,2.0,0.0,Brand,Beverage,Canada,8.834928
Cola,ginger ale,last 6 month,0.0,-0.90966576,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
French,ginger ale,last 6 month,0.0,0.0,0,-0.75,0.0,Motivation,Beverage,Canada,8.589969
Gin,ginger ale,last year,0.0,-0.9858277,3,3.0,0.0,Ingredient,Beverage,Canada,7.6868787
#isolationnation,soda,last 6 month,0.296,29.6,0,-0.8,0.0,Hashtag,Beverage,Canada,8.589969
@phillipsbeer,soda,last year,0.636,63.6,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
Bacon,soda,last 3 month,-0.296,-29.6,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Cheese,soda,last year,-0.296,-2.3471503,2,-0.25,0.0,Ingredient,Beverage,Canada,8.589969
Ice Cream,soda,last year,0.8388,83.880005,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Lemonade,soda,last year,0.0,-0.98968965,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Lime,soda,last 3 month,0.296,29.6,0,-0.8,0.0,Ingredient,Beverage,Canada,8.589969
Mineral Water,soda,last 6 month,0.6124,61.239998,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Mint,soda,last year,0.0,-0.98968965,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Seltzer,soda,last year,-0.6705,-67.049995,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
#Angular,tonic,last year,0.6369,63.690002,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#craftcocktails,tonic,last year,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#ginandtonic,tonic,last 3 month,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
@drjoshsc,tonic,last 3 month,0.0,-0.9807914,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Cold,tonic,last year,0.6249,62.489998,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Fever Tree,tonic,last year,0.0,-1.0423371,2,2.0,0.0,Brand,Beverage,Canada,8.834928
Water,tonic,last 6 month,0.3612,36.12,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
#design,ginger ale,last year,0.7263,72.63,0,-0.75,0.0,Hashtag,Beverage,Canada,7.6868787
#groove,ginger ale,last year,0.5067,50.67,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
Alfredo,ginger ale,last year,0.0,-0.9786689,2,2.0,0.0,Brand,Beverage,Canada,8.834928
American,ginger ale,last 6 month,0.0,0.0,0,-0.6666667,0.0,Brand,Beverage,Canada,8.834928
Chipotle,ginger ale,last year,0.6705,67.049995,2,0.0,0.0,Ingredient,Beverage,Canada,8.834928
Diet Coke,ginger ale,last month,0.0,0.0,0,-0.6666667,0.0,Brand,Beverage,Canada,
Ice,ginger ale,last 6 month,0.0,-0.9879169,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
#lemonade,soda,last year,0.0,-0.98968965,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#stayinnandbeoutout,soda,last 3 month,0.296,29.6,0,-0.8,0.0,Hashtag,Beverage,Canada,8.589969
Cream,soda,last year,0.96713334,96.71333,0,-0.8,0.0,Ingredient,Beverage,Canada,8.834928
Game,soda,last 6 month,-0.508,-50.800003,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Japanese,soda,last year,-0.5411,-54.11,0,-0.6666667,0.0,Motivation,Beverage,Canada,8.834928
Meal,soda,last 3 month,0.0,-1.0520021,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Rolls,soda,last 6 month,0.0772,7.7200003,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Tangerine,soda,last 6 month,0.0,-0.98481625,3,3.0,0.0,Ingredient,Beverage,Canada,7.6868787
#bluehenntonic,tonic,last 3 month,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#craftcocktails,tonic,last 6 month,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#howsyourheadhun,tonic,last 3 month,-0.2942,-29.42,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
#portlandbars,tonic,last 6 month,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#rosemary,tonic,last 6 month,0.0,-1.0423371,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#spanishgin,tonic,last 3 month,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Ice,tonic,last 3 month,0.0,0.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Rosemary,tonic,last 3 month,0.0,-1.0423371,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Spiced,tonic,last year,0.8832,88.32,0,-0.75,0.0,Motivation,Beverage,Canada,8.589969
#Coke,ginger ale,last year,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#drum,ginger ale,last year,0.5067,50.67,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#hello#Liveme,ginger ale,last year,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Cake,ginger ale,last 3 month,0.0,-0.9786689,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Dr Pepper,ginger ale,last year,-0.8442,-84.42,0,-0.75,0.0,Ingredient,Beverage,Canada,7.6868787
Jack,ginger ale,last 6 month,0.636,63.6,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Lime,ginger ale,last year,0.7184,-0.11986468,2,0.0,0.0,Ingredient,Beverage,Canada,8.834928
Coffee,soda,last year,0.0,-0.97927034,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Lime,soda,last year,0.296,29.6,0,-0.8,0.0,Ingredient,Beverage,Canada,8.589969
Orange Soda,soda,last year,-0.19260001,-19.260002,0,-0.8,0.0,Ingredient,Beverage,Canada,8.834928
Popcorn,soda,last 6 month,0.0,0.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Squid,soda,last year,0.0,-1.030303,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Strawberry,soda,last year,0.0,-0.98481625,3,3.0,0.0,Ingredient,Beverage,Canada,7.6868787
#Angular,tonic,last 6 month,0.6369,63.690002,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#Angular,tonic,last month,0.6369,63.690002,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#chairmansreserve,tonic,last 6 month,0.8832,88.32,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
@ReisePferdich,tonic,last year,0.0,-1.019976,3,3.0,0.0,Hashtag,Beverage,Canada,7.6868787
@bbcquestiontime,tonic,last year,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Angostura Bitters,tonic,last 6 month,0.0,-1.0423371,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Caffeine,tonic,last year,0.0,-1.0162628,7,7.0,0.0,Motivation,Beverage,Canada,
Gin,tonic,last 3 month,-0.65926665,-2.670211,6,0.4,0.0,Ingredient,Beverage,Canada,8.589969
Ginger,tonic,last 6 month,0.8832,88.32,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Hand,tonic,last year,0.4939,49.39,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
#homedecor,ginger ale,last year,0.7263,72.63,0,-0.75,0.0,Hashtag,Beverage,Canada,7.6868787
Grapes,ginger ale,last 6 month,0.0,-0.98454165,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Stick,ginger ale,last month,0.0,-1.0268962,6,6.0,0.0,Motivation,Beverage,Canada,7.6868787
Vanilla,ginger ale,last year,0.4171,-2.8659968,4,-0.16666667,0.0,Ingredient,Beverage,Canada,7.6868787
#NOTANAD,soda,last 6 month,0.296,29.6,0,-0.8,0.0,Hashtag,Beverage,Canada,8.589969
#RefreshingByNature,soda,last year,0.0,-0.986969,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
#happy,soda,last year,0.937,93.7,0,-0.6666667,0.0,Hashtag,Beverage,Canada,8.834928
#win,soda,last month,0.68,68.0,0,-0.75,0.0,Hashtag,Beverage,Canada,8.589969
Bacon,soda,last 6 month,-0.296,-29.6,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Bubly,soda,last year,0.0,-0.96732026,2,2.0,0.0,Brand,Beverage,Canada,8.834928
Cheddar Cheese,soda,last 6 month,0.8743,87.43,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Coke,soda,last year,0.55896,55.896004,2,-0.4,0.0,Ingredient,Beverage,Canada,8.834928
Fried Eggs,soda,last year,0.88,88.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Garnish,soda,last year,0.0,-0.98968965,2,2.0,0.0,Ingredient,Beverage,Canada,8.834928
Grape,soda,last year,0.3612,36.12,0,-0.75,0.0,Ingredient,Beverage,Canada,8.589969
Pear,soda,last year,-0.7351,-73.509995,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Popcorn,soda,last year,0.0,0.0,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Soda Water,soda,last year,0.0,-0.9881179,3,3.0,0.0,Ingredient,Beverage,Canada,
#Ginvent,tonic,last year,0.0,-0.98876655,3,3.0,0.0,Hashtag,Beverage,Canada,
#gin&tonic,tonic,last year,0.0,0.0,2,2.0,0.0,Hashtag,Beverage,Canada,8.834928
Hand,tonic,last 6 month,0.4939,49.39,0,-0.6666667,0.0,Ingredient,Beverage,Canada,8.834928
Spiced,tonic,last 6 month,0.8832,88.32,0,-0.75,0.0,Motivation,Beverage,Canada,8.589969
Sparkling Water,soda,last year,0.4602902,-0.2124593,44,-0.0625,-0.020408163,Ingredient,Beverage,Canada,8.589969
Coke,ginger ale,last year,0.11308421,0.90612847,58,0.0,-0.08888889,Ingredient,Beverage,Canada,8.589969
Ginger Ale,ginger ale,last year,0.05104792,-0.6228961,38,-0.36065573,-0.0952381,Ingredient,Beverage,Canada,8.589969
Tonic,tonic,last year,0.2235,0.5744083,25,-0.1875,-0.14285715,Ingredient,Beverage,Canada,8.589969
Soda,soda,last 6 month,0.3671412,0.8863349,5,-0.82857144,-0.2,Ingredient,Beverage,Canada,8.589969
Diet,ginger ale,last year,0.07109999,-1.1031282,2,-0.5714286,-0.2,Motivation,Beverage,Canada,8.834928
Coke,ginger ale,last 3 month,0.1215846,-1.8524867,14,0.36363637,-0.23076923,Ingredient,Beverage,Canada,8.589969
Soda,soda,last 3 month,0.41639048,1.1326635,5,-0.6666667,-0.23076923,Ingredient,Beverage,Canada,8.589969
Gin,tonic,last year,0.037250005,-0.9222094,13,-0.06666667,-0.25,Ingredient,Beverage,Canada,8.589969
Coffee,tonic,last year,0.08566668,8.566668,0,-0.8,-0.33333334,Ingredient,Beverage,Canada,8.834928
Diet Coke,ginger ale,last 6 month,0.0,0.0,0,-0.8,-0.33333334,Brand,Beverage,Canada,
Veggies,soda,last 6 month,1.1695334,116.95334,0,-0.8,-0.33333334,Ingredient,Beverage,Canada,8.834928
Sparkling Water,soda,last 6 month,0.43151796,4.116622,10,-0.7027027,-0.3846154,Ingredient,Beverage,Canada,8.589969
Ginger Ale,ginger ale,last month,0.0,-1.0324184,4,4.0,-0.5,Ingredient,Beverage,Canada,8.589969
Sparkling Water,soda,last 3 month,0.3598,35.98,0,-0.95652175,-1.0,Ingredient,Beverage,Canada,8.589969
Lemonade,ginger ale,last year,0.26126668,26.126667,0,-0.8,-1.0,Ingredient,Beverage,Canada,7.6868787
Fried Eggs,soda,last 6 month,0.88,88.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Peanut Butter,ginger ale,last year,0.3919,39.19,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Soda,ginger ale,last year,-0.22746666,-1.3357348,4,0.0,-1.0,Ingredient,Beverage,Canada,7.6868787
Pork,soda,last 6 month,0.44789997,44.789997,0,-0.8333333,-1.0,Ingredient,Beverage,Canada,8.589969
#gin,tonic,last year,0.0,0.0,0,-0.6666667,-1.0,Hashtag,Beverage,Canada,8.834928
Mocha,tonic,last year,-0.4574,-45.739998,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Fructose,soda,last 6 month,0.6093,60.93,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,
#nothanks,ginger ale,last 6 month,0.0,0.0,0,-0.6666667,-1.0,Hashtag,Beverage,Canada,8.834928
Sprouts,soda,last 3 month,0.8743,87.43,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Yoghurt,soda,last year,0.296,29.6,0,-0.75,-1.0,Ingredient,Beverage,Canada,7.6868787
Cheddar Cheese,soda,last 3 month,0.8743,87.43,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Lamb,tonic,last year,0.0,0.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Raspberry,tonic,last year,0.0,0.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Chips,ginger ale,last year,0.3919,39.19,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Black,tonic,last year,-0.4574,-45.739998,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Tequila,ginger ale,last 3 month,0.636,63.6,0,-0.75,-1.0,Ingredient,Beverage,Canada,8.589969
Veggies,soda,last 3 month,0.8743,87.43,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Cream,soda,last 6 month,0.96713334,96.71333,0,-0.8,-1.0,Ingredient,Beverage,Canada,8.834928
Onion,soda,last 6 month,0.88,88.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Ramen,ginger ale,last 6 month,0.6369,63.690002,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Root Beer,ginger ale,last year,0.0,0.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Croissants,soda,last 6 month,0.88,88.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Chocolate Milk,ginger ale,last 6 month,0.6369,63.690002,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Fast Food,ginger ale,last year,0.3919,39.19,0,-0.6666667,-1.0,Motivation,Beverage,Canada,8.834928
#icecream,tonic,last year,-0.4574,-45.739998,0,-0.6666667,-1.0,Hashtag,Beverage,Canada,8.834928
Jack,ginger ale,last 3 month,0.636,63.6,0,-0.75,-1.0,Ingredient,Beverage,Canada,8.589969
Ice,soda,last 6 month,0.0,0.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Sauce,soda,last 6 month,0.0,0.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
@DMRnewsdirector,ginger ale,last year,0.0,0.0,0,-0.8,-1.0,Hashtag,Beverage,Canada,7.6868787
Caffeine,ginger ale,last year,0.3919,39.19,0,-0.6666667,-1.0,Motivation,Beverage,Canada,8.834928
Mustard,soda,last 3 month,0.8743,87.43,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Sparkling Water,soda,last month,-0.296,-29.6,0,-0.8,-1.0,Ingredient,Beverage,Canada,8.589969
Japanese,soda,last 6 month,-0.5411,-54.11,0,-0.6666667,-1.0,Motivation,Beverage,Canada,8.834928
Provolone Cheese,soda,last 6 month,0.88,88.0,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Eggs,soda,last 3 month,0.8743,87.43,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
Mature,soda,last 6 month,0.6124,61.239998,0,-0.85714287,-1.0,Motivation,Beverage,Canada,8.589969
Soda,soda,last month,0.0772,7.7200003,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.589969
Tomato,soda,last 3 month,0.8743,87.43,0,-0.6666667,-1.0,Ingredient,Beverage,Canada,8.834928
@ETEAKI_T,ginger ale,last 3 month,0.636,63.6,0,-0.75,-1.0,Hashtag,Beverage,Canada,8.589969
@badencoffee,tonic,last year,-0.4574,-45.739998,0,-0.6666667,-1.0,Hashtag,Beverage,Canada,8.834928
