Topic,Category2,Sentiment_2018-01,Sentiment_2018-02,Sentiment_2018-03,Sentiment_2018-04,Sentiment_2018-05,Sentiment_2018-06,Sentiment_2018-07,Sentiment_2018-08,Sentiment_2018-09,Sentiment_2018-10,Sentiment_2018-11,Sentiment_2018-12,Sentiment_2019-01,Sentiment_2019-02,Sentiment_2019-03,Sentiment_2019-04,Sentiment_2019-05,Sentiment_2019-06,Sentiment_2019-07,Sentiment_2019-08,Sentiment_2019-09,Sentiment_2019-10,Sentiment_2019-11,Sentiment_2019-12,Sentiment_2020-01,Sentiment_2020-02,Sentiment_2020-03,Sentiment_2020-04,Sentiment_2020-05,Sentiment_2020-06,Category1,Sentiment_2020-07,Sentiment_2020-08,Sentiment_2020-09
Creamy,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Ginger,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8832,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Mountain Dew,soda,0.0,0.0,0.0,0.0,0.3911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#familyfun,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#CherryCoke,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#pop,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.5067
Strawberry,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
@YouTube,soda,0.0,0.0,0.0,0.6239,0.0,0.0,0.0,0.0,0.7371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Organic,soda,0.0,0.0,0.0,0.0,-0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
@michellevisage,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2942,0.0,Beverage,0.0,0.0,0.0
Bacon,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296,0.0,0.0,Beverage,0.0,0.0,0.0
Fast Food,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.3919,0.0,0.0
Rice,soda,0.0,-0.7177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Peanut Butter,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.3919,0.0,0.0
Cheddar Cheese,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8743,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#cnn,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Bubly,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
@jonathanshank,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Black,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,-0.4574,0.0,0.0
Club Soda,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#happy,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.937
@mattdoeforshow,ginger ale,0.0,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
@ahappyhippymom,soda,0.0,0.0,0.0,0.0,0.5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#Bristol,ginger ale,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#gin&tonic,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Mature,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6124,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Coke,ginger ale,0.25244,0.32374445,0.0,0.0,0.0,0.0,-0.5267,0.0,0.0,-0.4783,0.10884546,0.35325,0.0,0.49173334,0.0,-0.67689997,0.2406,0.0,0.20018183,0.0,-0.030103847,0.6705,0.0,0.3612,0.0,-0.1258,0.4239333,0.0,-0.120375,-0.3412,Beverage,0.20018183,0.25244,-0.030103847
Water,soda,0.0,0.29985005,0.0,0.0,0.0,0.0,0.0,0.876,0.0,0.0,0.0,0.0,0.0,0.0,0.7574,0.21460001,0.0,-0.5574,0.0,0.0,0.0,-0.1027,0.0,0.0,0.0,0.0,0.0,0.0152875185,0.0,0.0,Beverage,0.0,0.0,0.0
@DeepEddyVodka,soda,0.6887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.6887,0.0
#groove,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.5067
Cranberry Juice,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#AA2423,ginger ale,0.0,0.0,0.0,0.0,-0.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Revolution,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3412,Beverage,0.0,0.0,0.0
#DreBanksWorld,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.802
Pear,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#DietCoke,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Vanilla,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5574,0.0,0.0,0.0,0.0,0.0772,0.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0772
#RealColumbiaSC,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#Projects,ginger ale,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
@bbcquestiontime,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#lightingdesign,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.7263
Coffee,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859,0.0,0.0,Beverage,-0.4574,0.0,0.0
Ramen,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#arcade,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Strawberry,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Seltzer,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6705,0.0,0.0,Beverage,0.0,0.0,0.0
#artificial,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#music,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Tequila,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Popcorn,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Latino,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Ears,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#whynot,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Large,tonic,0.0,0.2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Soda Water,tonic,0.0,0.0,-0.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Juice,soda,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49389997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612,0.0,0.0,Beverage,0.0,0.0,0.0
Cheese,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.296,0.0,0.0,Beverage,0.0,0.0,0.0
Vanilla,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.128
#NOTANAD,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,Beverage,0.0,0.0,0.0
#wildfridaynight,tonic,0.0,0.2714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#jazz,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.5067
Original,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#hits,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Tonic,tonic,0.5927,0.2714,0.26781428,0.0,-0.45382,0.0,0.0,0.46248,0.0,-0.8591,0.0,0.550125,0.0,0.0,0.3787333,-0.5106,0.0,0.4926,-0.1037,0.0,0.0,0.5267,0.0,0.3612,0.0,0.8832,0.0,0.0,-0.19472,0.0,Beverage,-0.1037,0.5927,0.0
Caffeine,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9382,Beverage,0.0,0.0,0.0
#Essentials,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Diet,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7964,0.0,0.0,0.0,0.0,0.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1926,0.0,Beverage,0.0,0.0,0.5106
@locallearning,ginger ale,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Gin,ginger ale,0.0,0.0,0.0,0.7096,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Fresh,tonic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#hammock,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Fresh Lime,soda,0.0,0.0,0.0,0.0,0.0,0.0,0.9599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
#golf,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Sweet Pickles,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
Crackers,ginger ale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0.0,-0.4019,0.0,0.0,0.0,0.0,Beverage,0.0,0.0,0.0
